run_id,dataset_id,dataset_index,dataset_namespace,dataset_seed,archetype,n_samples,n_original,n_injected,mechanism,strength,strength_value,model,seed,status,failure_reason,diagnostic_ap,diagnostic_normalized_ap,top5_recall,n_leak,clean_auc,full_auc,paired_harm,clean_runtime_sec,full_runtime_sec,implementation,clean_best_epoch,full_best_epoch,split_hash,task_hash,config_hash,code_hash,model_manifest_json
98fc0fe58fecc95272bc,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S1,0.2,tabm,13,SUCCESS,,0.07692307692307693,0.0,0.0,1,0.7028125,0.7073958333333333,0.004583333333333384,2.545009136199951,1.498445987701416,tabm.TabM@0.0.3,6,8,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,efd61f2cbbe6e9dda33d689d8d4cad7223fc73f0ac200d63696d8d1fd76c489f,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":8,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":13,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
71059f6897bfb129ce67,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S1,0.2,tabm,42,SUCCESS,,0.5,0.4583333333333333,1.0,1,0.6636458333333333,0.6844791666666666,0.02083333333333337,1.256223201751709,1.5108332633972168,tabm.TabM@0.0.3,4,9,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,10660fedb4b7ab112213bfed7cbad11962e6c27bb0804fadd2a6ba5ccfde4d09,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":9,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":42,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
da1a3bbfe03e01c2d046,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S1,0.2,tabm,2026,SUCCESS,,0.14285714285714285,0.07142857142857141,0.0,1,0.6739583333333333,0.6858333333333333,0.011874999999999969,1.390451192855835,1.2092676162719727,tabm.TabM@0.0.3,6,3,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,210bc657d884a6a09e052f15bc7916317cbf7691fea9d4fa7dd64cf884d2481c,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":3,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":2026,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
e3d05b73de7578194a31,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S1,0.2,tabm,3407,SUCCESS,,1.0,1.0,1.0,1,0.6783333333333333,0.7019791666666667,0.023645833333333366,1.2914538383483887,1.268186092376709,tabm.TabM@0.0.3,4,4,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,42b373ea4e549fc19874b2d6f40d757377fb551f3545c4052516f32d67b50a10,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":4,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":3407,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
01af93f40d2bbf4c1c3a,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S1,0.2,tabm,7777,SUCCESS,,0.1111111111111111,0.03703703703703702,0.0,1,0.6294791666666667,0.6722916666666666,0.04281249999999992,1.1856603622436523,1.182969093322754,tabm.TabM@0.0.3,3,3,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,d60db2beb8d34efa43bf2056bbf42fd3fb6e97197632d703aef0a0e792b13bb3,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":3,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":7777,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
34e917c08981a51be827,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S2,0.4,tabm,13,SUCCESS,,0.5,0.4583333333333333,1.0,1,0.7028125,0.7705208333333333,0.06770833333333337,2.545009136199951,1.5525476932525635,tabm.TabM@0.0.3,6,9,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,04d1509cf07f8cfd4349b61109d44cad24b628e049d9c530305f7e8e74f6549c,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":9,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":13,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
dca8074aad51b0500961,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S2,0.4,tabm,42,SUCCESS,,1.0,1.0,1.0,1,0.6636458333333333,0.7619791666666667,0.09833333333333338,1.256223201751709,1.6859591007232666,tabm.TabM@0.0.3,4,11,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,5329ff5c72e23136aa142087ce824c10cd3c99098e079c3844b477a512c214f2,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":11,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":42,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
89176b713ba6979b821c,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S2,0.4,tabm,2026,SUCCESS,,1.0,1.0,1.0,1,0.6739583333333333,0.7970833333333334,0.12312500000000004,1.390451192855835,1.5729472637176514,tabm.TabM@0.0.3,6,9,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,e565050e3c5fd9fdce3ee45a775c02ec0b47694deb9d53af6ea343ecfd1ed735,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":9,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":2026,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
0ca146f5d7ff0fa93763,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S2,0.4,tabm,3407,SUCCESS,,1.0,1.0,1.0,1,0.6783333333333333,0.7671874999999999,0.08885416666666657,1.2914538383483887,1.6463053226470947,tabm.TabM@0.0.3,4,10,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,ede725bb2cf4f3e9cc00aff2191b88ef40f84dffb04780d5766e50db120b554b,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":10,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":3407,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
56c3b58fab1d63892fc4,panel_00,0,confirmatory,20260713,linear,1000,12,1,M01,S2,0.4,tabm,7777,SUCCESS,,1.0,1.0,1.0,1,0.6294791666666667,0.7805208333333333,0.15104166666666663,1.1856603622436523,1.3686070442199707,tabm.TabM@0.0.3,3,5,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,18b5b87736091ea423baa3824c1893799c8d62a434d9e942bbf76116483f9107,71b210b055fb783b91c53f655aa20d6d42d6ceeb55453a477189102541566b17,289e590d03b8ebe5ac8af1111753e5b87473d6c1400b60c01172964b2acd548a,"{""batch_size"":256,""best_epoch"":5,""deterministic_algorithms"":true,""device"":""cuda"",""gpu_name"":""NVIDIA GeForce RTX 4060 Laptop GPU"",""inference_aggregation"":""mean of per-k sigmoid probabilities"",""k"":32,""learning_rate"":0.003,""max_epochs"":200,""max_gpu_memory_mb"":276.38720703125,""model_class"":""tabm.TabM"",""model_id"":""tabm"",""patience"":20,""preprocessing"":""sklearn.StandardScaler fit on train only"",""schema_version"":1,""seed"":7777,""tabm_version"":""0.0.3"",""torch_cuda_version"":""12.1"",""torch_version"":""2.5.1+cu121"",""training_loss"":""mean of per-k BCEWithLogits losses"",""weight_decay"":0.0001}"
